Entity,Year,MentalHealthDALY
Lao People's Democratic Republic,2021,0.0001620219968743
Zimbabwe,2021,0.0051842978949724
Zimbabwe,2021,2.6849883184818785e-08
Zimbabwe,2021,3.324253710253422e-05
Luxembourg,2019,0.0957031017240676
Luxembourg,2019,2.226019066233077e-05
Luxembourg,2019,0.015481402304315
Turkey,2019,1.8996127310382585
Turkey,2019,3.779183854800325e-06
Turkey,2019,0.0022977041641687
Australia,2018,3.889278485157505
Australia,2018,2.4362208945637784e-05
Australia,2018,0.0158634771556814
Greece,2021,1.754700957471743
Greece,2021,1.2210408849730086e-05
Greece,2021,0.0172453702592823
Belize,2019,0.0001137766042755
Belize,2019,5.820483987384048e-08
Belize,2019,2.757438823513393e-05
United Republic of Tanzania,2019,0.0127048018238324
United Republic of Tanzania,2019,3.53808989861786e-08
United Republic of Tanzania,2019,2.274023046601098e-05
Sao Tome and Principe,2018,5.6375403685661655e-05
Sao Tome and Principe,2018,5.7483283496522713e-08
Sao Tome and Principe,2018,2.7280594996858308e-05
Netherlands,2019,6.237944167485842
Netherlands,2019,4.09147722382689e-05
Netherlands,2019,0.0364022792633822
Niue,2018,1.1763787480193535e-06
Niue,2018,5.816103172611661e-08
Niue,2018,7.098569069772713e-05
Tuvalu,2021,6.631812609585065e-06
Tuvalu,2021,6.118327345157225e-08
Tuvalu,2021,5.362468903193581e-05
Ethiopia,2019,0.0050542668322857
Ethiopia,2019,8.954467076423445e-09
Ethiopia,2019,4.835967116002121e-06
Belgium,2021,2.9294237355109987
Belgium,2021,2.6349174345783373e-05
Belgium,2021,0.0255414975826615
Romania,2021,0.1461286046239499
Romania,2021,4.3725116621064965e-07
Romania,2021,0.0007715932048332
Guinea,2019,0.0013490598555067
Guinea,2019,1.1978868933207644e-08
Guinea,2019,1.0589678846039816e-05
Norway,2021,1.4038978240009474
Norway,2021,3.349194645811964e-05
Norway,2021,0.025911399735058
Monaco,2019,0.0027388136747587
Monaco,2019,5.358762337502432e-06
Monaco,2019,0.00727436403772
Oman,2021,0.0012666563590596
Oman,2021,7.45339215631056e-08
Oman,2021,2.6928590291942364e-05
San Marino,2021,3.729490787610556e-06
San Marino,2021,1.4470216745996137e-08
San Marino,2021,1.139121060109739e-05
Northern Mariana Islands,2021,1.709711048940974e-05
Northern Mariana Islands,2021,4.3079489998634367e-08
Northern Mariana Islands,2021,3.525747237017657e-05
Guinea,2018,0.0012599465290086
Guinea,2018,1.093935594508198e-08
Guinea,2018,1.0162572810673175e-05
Pakistan,2018,0.36676568835537
Pakistan,2018,2.60245090688415e-07
Pakistan,2018,0.0001666919220666
Indonesia,2021,1.5326883370401736
Indonesia,2021,6.990613478240171e-07
Indonesia,2021,0.0005495196855869
Timor-Leste,2021,0.0016114768629916
Timor-Leste,2021,1.6875412363115654e-07
Timor-Leste,2021,0.0001152921516704
Azerbaijan,2019,0.1350375544887973
Azerbaijan,2019,2.022057147590129e-06
Azerbaijan,2019,0.0013040060196549
Saint Vincent and the Grenadines,2021,2.1024168588914744e-05
Saint Vincent and the Grenadines,2021,1.8185990432908913e-08
Saint Vincent and the Grenadines,2021,1.8430085441514894e-05
Gabon,2021,0.0009687686842657
Gabon,2021,6.17003658475336e-08
Gabon,2021,5.3343813701586966e-05
Republic of Moldova,2020,0.1391242668198939
Republic of Moldova,2020,3.1390810472083177e-06
Republic of Moldova,2020,0.0038385076803703
Solomon Islands,2020,9.017311984191492e-05
Solomon Islands,2020,2.0016338226851752e-08
Solomon Islands,2020,1.3448404319476973e-05
Vanuatu,2021,5.916074272826925e-05
Vanuatu,2021,2.6282225168224167e-08
Vanuatu,2021,1.8902289653682627e-05
Nicaragua,2021,0.0396269013853802
Nicaragua,2021,1.030456282456278e-06
Nicaragua,2021,0.0005941976796707
Rwanda,2019,0.0027387017987196
Rwanda,2019,3.8602460236989097e-08
Rwanda,2019,2.151402700837042e-05
Australasia,2021,3.974270232772849
Australasia,2021,1.8952188338559006e-05
Australasia,2021,0.0128361848548444
Canada,2021,4.92621227112677
Canada,2021,1.5851588287449185e-05
Canada,2021,0.01314736197728
Turkey,2018,2.038922056323685
Turkey,2018,4.182123112091376e-06
Turkey,2018,0.0024919055777709
Cambodia,2019,0.0306293862597719
Cambodia,2019,2.71926217303329e-07
Cambodia,2019,0.0001845750678365
Kiribati,2019,8.025279853206196e-05
Kiribati,2019,8.308616332993356e-08
Kiribati,2019,6.790127344085454e-05
Australia,2019,4.058906665268206
Australia,2019,2.439141121540895e-05
Australia,2019,0.016271952292676
Bhutan,2021,0.0006796814427907
Bhutan,2021,1.5146293420512394e-07
Bhutan,2021,8.979803905558563e-05
Cuba,2021,0.0012328740369554
Cuba,2021,7.402577835120965e-09
Cuba,2021,1.0939889409140829e-05
Iran (Islamic Republic of),2021,0.1102874894982789
Iran (Islamic Republic of),2021,1.937536949881863e-07
Iran (Islamic Republic of),2021,0.0001292090139294
Ireland,2021,0.954229947058107
Ireland,2021,2.9584229859229456e-05
Ireland,2021,0.0193110234959895
United States Virgin Islands,2019,2.106216086939612e-05
United States Virgin Islands,2019,2.403913393536416e-08
United States Virgin Islands,2019,2.337764996211482e-05
Venezuela (Bolivarian Republic of),2018,0.3171263072061804
Venezuela (Bolivarian Republic of),2018,1.6508554729487106e-06
Venezuela (Bolivarian Republic of),2018,0.001058513469895
Panama,2021,0.0458929815757274
Panama,2021,1.915422804515366e-06
Panama,2021,0.0010692677016794
Cook Islands,2021,1.032132623039704e-05
Cook Islands,2021,6.279699553033446e-08
Cook Islands,2021,5.815645844639916e-05
Mauritius,2021,0.0001543259135133
Mauritius,2021,1.1678526469850044e-08
Mauritius,2021,1.2132887929013752e-05
Turkmenistan,2019,0.111447201773921
Turkmenistan,2019,3.201691312744625e-06
Turkmenistan,2019,0.0021997721186645
United Republic of Tanzania,2018,0.0118946624624522
United Republic of Tanzania,2018,3.290474078073193e-08
United Republic of Tanzania,2018,2.1805832151971637e-05
Republic of Korea,2021,0.2341105315033744
Republic of Korea,2021,7.070992111026411e-07
Republic of Korea,2021,0.0004539622900887
Switzerland,2018,5.333538962089359
Switzerland,2018,7.943776775453366e-05
Switzerland,2018,0.061339188892837
Switzerland,2020,4.389408556673336
Switzerland,2020,5.7835044851570365e-05
Switzerland,2020,0.0495906034743431
Cyprus,2020,0.2990444343351866
Cyprus,2020,3.444367537243742e-05
Cyprus,2020,0.0223347924231954
Bahamas,2018,0.0002694463936012
Bahamas,2018,1.0328850143855373e-07
Bahamas,2018,7.047741164476692e-05
Papua New Guinea,2018,0.0003606102568477
Papua New Guinea,2018,5.8366038207851205e-09
Papua New Guinea,2018,3.7552322044730327e-06
Mongolia,2021,0.0326357024315673
Mongolia,2021,1.516675536004486e-06
Mongolia,2021,0.00097820255346
Tokelau,2019,8.054946317704361e-07
Tokelau,2019,6.409493858352481e-08
Tokelau,2019,5.971057823909989e-05
Mexico,2018,1.0195553229771812
Mexico,2018,1.4079253492172062e-06
Mexico,2018,0.0008063525629773
Kenya,2019,0.0146733775070182
Kenya,2019,5.23554522438785e-08
Kenya,2019,3.0187324271690677e-05
Democratic Republic of the Congo,2018,0.0110376477035418
Democratic Republic of the Congo,2018,1.8260664179299818e-08
Democratic Republic of the Congo,2018,1.318959622905671e-05
Solomon Islands,2018,7.658737941995606e-05
Solomon Islands,2018,1.7879065132549987e-08
Solomon Islands,2018,1.1874235246446348e-05
Egypt,2018,0.0216589895274883
Egypt,2018,3.961990806310616e-08
Egypt,2018,2.1551679222550438e-05
Gambia,2021,0.0004855477082461
Gambia,2021,2.741714131037715e-08
Gambia,2021,2.028054999256501e-05
Egypt,2019,0.0236535851604776
Egypt,2019,4.2854985446901175e-08
Egypt,2019,2.311655926860253e-05
Lithuania,2021,0.2285144085311229
Lithuania,2021,4.836175291909873e-06
Lithuania,2021,0.0083757054531825
Yemen,2018,0.0019765199211343
Yemen,2018,1.0317690341074604e-08
Yemen,2018,6.261375728975329e-06
Burundi,2021,0.0014694026778916
Burundi,2021,1.5136452960150934e-08
Burundi,2021,1.1114750006919824e-05
Niue,2019,1.1867067708168762e-06
Niue,2019,5.865490634262701e-08
Niue,2019,7.13835865765342e-05
Israel,2021,0.7284640180093749
Israel,2021,1.4540921587847924e-05
Israel,2021,0.0075929629832926
El Salvador,2019,0.0492356897678299
El Salvador,2019,1.2088944010068848e-06
El Salvador,2019,0.0007694502009373
Australia,2021,3.9716060310769294
Australia,2021,2.266804375094592e-05
Australia,2021,0.0153986285775949
Benin,2019,0.0011039496046437
Benin,2019,1.2080378501046687e-08
Benin,2019,8.708461868283892e-06
Sierra Leone,2021,0.0010653117154987
Sierra Leone,2021,1.3421907071916996e-08
Sierra Leone,2021,1.2013986871948054e-05
Democratic Republic of the Congo,2019,0.0120250312832802
Democratic Republic of the Congo,2019,1.9944792730721623e-08
Democratic Republic of the Congo,2019,1.4008576118590169e-05
Marshall Islands,2019,3.2064319351550395e-05
Marshall Islands,2019,7.458017490768108e-08
Marshall Islands,2019,5.7310493271106685e-05
Andorra,2021,0.0035743494826713
Andorra,2021,5.613291457352345e-06
Andorra,2021,0.0041759671467906
Bermuda,2018,2.337354186336451e-05
Bermuda,2018,4.2692248139345723e-08
Bermuda,2018,3.632042255834292e-05
Republic of Moldova,2019,0.1352069539811579
Republic of Moldova,2019,3.3909940448448783e-06
Republic of Moldova,2019,0.003705071219005
Republic of Moldova,2018,0.1328470258923424
Republic of Moldova,2018,3.330689784431349e-06
Republic of Moldova,2018,0.003618786471904
El Salvador,2018,0.0468492700795492
El Salvador,2018,1.1766377107375208e-06
El Salvador,2018,0.0007360366941349
Bulgaria,2020,0.2436653771250638
Bulgaria,2020,1.6966967847158485e-06
Bulgaria,2020,0.0035453014768141
Tokelau,2018,7.866776400995448e-07
Tokelau,2018,6.22587322002505e-08
Tokelau,2018,5.893780828244202e-05
Grenada,2019,3.561613027913922e-05
Grenada,2019,4.368706646797428e-08
Grenada,2019,3.440189108915398e-05
Latvia,2018,0.0249499550103161
Latvia,2018,8.792439842053577e-07
Latvia,2018,0.001292367101497
Central African Republic,2021,0.0005467046576021
Central African Republic,2021,7.394890981340303e-09
Central African Republic,2021,9.968840363598342e-06
Austria,2018,3.295370939423058
Austria,2018,3.941733920233947e-05
Austria,2018,0.0372300103384511
Czechia,2020,1.8333536134742847
Czechia,2020,1.4076077440520177e-05
Czechia,2020,0.0172193261756811
Burkina Faso,2019,0.0008715540849707
Burkina Faso,2019,4.481824994854965e-09
Burkina Faso,2019,4.042587557842032e-06
Vanuatu,2020,5.592741823310566e-05
Vanuatu,2020,2.847805081357716e-08
Vanuatu,2020,1.824217161746576e-05
Denmark,2020,1.6205755831643809
Denmark,2020,2.964529715355188e-05
Denmark,2020,0.0278116220612074
Philippines,2021,0.4287829971436641
Philippines,2021,4.863598141691206e-07
Philippines,2021,0.0003786178850706
France,2020,13.833671112851066
France,2020,2.1146671064784108e-05
France,2020,0.02087099994435
Portugal,2019,0.4805810723800913
Portugal,2019,4.279920346311535e-06
Portugal,2019,0.0045037989486646
Slovakia,2019,0.0005847175314657
Slovakia,2019,1.0867718105046356e-08
Slovakia,2019,1.075064457973597e-05
Austria,2019,3.036161795923213
Austria,2019,3.6565037861049e-05
Austria,2019,0.0341115056205173
Paraguay,2021,0.0733612421857934
Paraguay,2021,1.441110908366297e-06
Paraguay,2021,0.0010233347910628
Iraq,2018,0.0107217688275488
Iraq,2018,6.334362355786676e-08
Iraq,2018,2.7340916349080043e-05
Finland,2019,1.4686321913722242
Finland,2019,2.71184034444276e-05
Finland,2019,0.0265542065583756
Cyprus,2018,0.2929497547295316
Cyprus,2018,3.49365026137836e-05
Cyprus,2018,0.0225481589092218
Guinea,2020,0.0014673711837045
Guinea,2020,1.1625339858018656e-08
Guinea,2020,1.1214387589594164e-05
Niger,2018,0.0003983959914515
Niger,2018,2.1816209535338397e-09
Niger,2018,1.7849308159782457e-06
Côte d'Ivoire,2018,0.004104885060221
Côte d'Ivoire,2018,2.140277489449541e-08
Côte d'Ivoire,2018,1.579623005131954e-05
Bulgaria,2018,0.2806978843982565
Bulgaria,2018,2.258547892197683e-06
Bulgaria,2018,0.0040158445786413
Slovakia,2021,0.0005274277049737
Slovakia,2021,7.266202262958238e-09
Slovakia,2021,9.71419225718473e-06
Chile,2020,0.4413165580120529
Chile,2020,3.547666227768938e-06
Chile,2020,0.002364929284089
Palau,2019,1.809283224215287e-05
Palau,2019,9.778656990535569e-08
Palau,2019,0.0001001679301415
Montenegro,2018,0.0052497618968479
Montenegro,2018,7.191714823771784e-07
Montenegro,2018,0.0008416800930543
Samoa,2021,0.000108284470196
Samoa,2021,7.989700200908912e-08
Samoa,2021,5.068551938681254e-05
Switzerland,2019,4.875084124364073
Switzerland,2019,7.371948626122291e-05
Switzerland,2019,0.0555462006168727
Ukraine,2020,0.6233530832617358
Ukraine,2020,9.74770792943506e-07
Ukraine,2020,0.0014328589215948
American Samoa,2021,2.1093619986551735e-05
American Samoa,2021,5.2414854723012325e-08
American Samoa,2021,4.2391873807576177e-05
Uruguay,2020,0.0474401949209515
Uruguay,2020,1.4464282612807857e-06
Uruguay,2020,0.0013909657544183
Armenia,2020,0.0373381567706268
Armenia,2020,1.0062295756407696e-06
Armenia,2020,0.0012398639102403
Zambia,2019,0.0061866420519278
Zambia,2019,4.774313090872149e-08
Zambia,2019,3.341948884380498e-05
Solomon Islands,2019,8.353108894275514e-05
Solomon Islands,2019,1.9116146988587288e-08
Solomon Islands,2019,1.2701179262988022e-05
Sri Lanka,2021,0.1023872921492316
Sri Lanka,2021,6.43957846955639e-07
Sri Lanka,2021,0.0004597532156299
Ethiopia,2018,0.0046397219406486
Ethiopia,2018,8.228218346247927e-09
Ethiopia,2018,4.537016352777743e-06
Cyprus,2019,0.2971860645090455
Cyprus,2019,3.3812510236409914e-05
Cyprus,2019,0.0225247296556113
Russian Federation,2021,7.150513721439875
Russian Federation,2021,2.961794758127175e-06
Russian Federation,2021,0.0049363646715446
India,2018,2.6689794730809826
India,2018,2.8182170528613404e-07
India,2018,0.0001942921236524
Spain,2019,3.4906256538656626
Spain,2019,8.31187185844551e-06
Spain,2019,0.0075878521548093
Luxembourg,2021,0.1041236109583382
Luxembourg,2021,2.285441133269721e-05
Luxembourg,2021,0.0161615784132444
Denmark,2018,1.516766280805884
Denmark,2018,2.803431169400352e-05
Denmark,2018,0.0262775283613091
Iceland,2018,0.0297926747215332
Iceland,2018,1.3373660730510197e-05
Iceland,2018,0.0087350964705624
Pakistan,2019,0.3922144255598256
Pakistan,2019,2.776544611810514e-07
Pakistan,2019,0.0001740323229043
Sweden,2021,2.0584682045911173
Sweden,2021,2.2366889674723123e-05
Sweden,2021,0.0198435010420924
Brunei Darussalam,2020,0.0570079235854958
Brunei Darussalam,2020,3.2931728005249346e-05
Brunei Darussalam,2020,0.0127660265903743
Afghanistan,2018,0.0022840146816507
Afghanistan,2018,1.0259090961210394e-08
Afghanistan,2018,8.045324445129515e-06
Morocco,2021,0.0080072745361503
Morocco,2021,2.7831977336356505e-08
Morocco,2021,2.153847290206675e-05
Ireland,2020,0.9844038403416228
Ireland,2020,3.065769246135921e-05
Ireland,2020,0.0199958683530675
Algeria,2019,0.0125362676407192
Algeria,2019,6.559493564838732e-08
Algeria,2019,2.921609524335184e-05
Papua New Guinea,2019,0.0004058042017901
Papua New Guinea,2019,6.4064302461612635e-09
Papua New Guinea,2019,4.104675694857612e-06
Greenland,2018,0.0053915258644609
Greenland,2018,1.3072476878878394e-05
Greenland,2018,0.0096407981046887
Côte d'Ivoire,2019,0.0041845790233284
Côte d'Ivoire,2019,2.2083304524042173e-08
Côte d'Ivoire,2019,1.5724236942792183e-05
Israel,2020,0.748676868696181
Israel,2020,1.551272662678395e-05
Israel,2020,0.0079313678384624
Dominica,2018,2.479662290854988e-05
Dominica,2018,4.142277079079197e-08
Dominica,2018,3.665590673723639e-05
Bangladesh,2021,0.2732282722893812
Bangladesh,2021,2.473413564895165e-07
Bangladesh,2021,0.0001659588905254
Tonga,2021,4.4090417259581575e-05
Tonga,2021,6.631588772956023e-08
Tonga,2021,4.147753459077733e-05
Colombia,2021,0.3640175588929287
Colombia,2021,1.0236313777531995e-06
Colombia,2021,0.0007419779869427
Qatar,2018,0.0008790158024038
Qatar,2018,2.1356854739745687e-07
Qatar,2018,3.1995158960863415e-05
Romania,2020,0.1457926632082066
Romania,2020,4.910500428717975e-07
Romania,2020,0.0007626071983175
Japan,2019,41.60656429072951
Japan,2019,3.0107787176336093e-05
Japan,2019,0.0324018207798633
Comoros,2018,0.0001761138827837
Comoros,2018,3.676477814296936e-08
Comoros,2018,2.4533601463876036e-05
Georgia,2021,0.0925828631345304
Georgia,2021,1.551884897466541e-06
Georgia,2021,0.0025665515737982
Greece,2020,1.747724117032207
Greece,2020,1.326086022079618e-05
Greece,2020,0.01705042171004
Bulgaria,2019,0.2685838751258987
Bulgaria,2019,2.189873101245914e-06
Bulgaria,2019,0.0038719376306093
North Macedonia,2020,0.0002317863943468
North Macedonia,2020,8.062159366145363e-09
North Macedonia,2020,1.06164713446557e-05
Australasia,2020,3.97828243616577
Australasia,2020,2.0506847462968524e-05
Australasia,2020,0.0130594763680922
Albania,2021,0.0002276748835442
Albania,2021,7.572813368550784e-09
Albania,2021,8.533982896547663e-06
Viet Nam,2019,0.4432439217206597
Viet Nam,2019,6.924858067340819e-07
Viet Nam,2019,0.0004502182401645
Liberia,2018,0.0006828056684352
Liberia,2018,1.8952924952031317e-08
Liberia,2018,1.3444225129844609e-05
Viet Nam,2018,0.4322016803841573
Viet Nam,2018,6.853388074308506e-07
Viet Nam,2018,0.0004434200102669
Saudi Arabia,2021,0.1741712186560732
Saudi Arabia,2021,1.1149985330134098e-06
Saudi Arabia,2021,0.0004619413067778
Italy,2019,6.069062741217263
Italy,2019,9.55824270307215e-06
Italy,2019,0.0100655404804941
Haiti,2019,0.0016757966640923
Haiti,2019,1.62984704229696e-08
Haiti,2019,1.352894895718198e-05
Argentina,2019,0.766297693326212
Argentina,2019,2.2475356074208e-06
Argentina,2019,0.0017026454475121
Netherlands,2020,5.879592318394791
Netherlands,2020,3.491084025786552e-05
Netherlands,2020,0.0342312083174664
Georgia,2020,0.0909399969148634
Georgia,2020,1.7341741601590342e-06
Georgia,2020,0.0024950312271877
Australia,2020,3.975641293756907
Australia,2020,2.4632812874266983e-05
Australia,2020,0.0156706414016422
Suriname,2018,0.0001686326818273
Suriname,2018,3.948372242266956e-08
Suriname,2018,2.949883006020477e-05
Saint Lucia,2018,2.458294933158016e-05
Saint Lucia,2018,1.8334110033951525e-08
Saint Lucia,2018,1.3953087990425144e-05
Mongolia,2020,0.0351189143892276
Mongolia,2020,1.836581703100757e-06
Mongolia,2020,0.0010704938918512
Croatia,2021,0.7647992860635279
Croatia,2021,1.2257146518942935e-05
Croatia,2021,0.0181721266374537
Guinea-Bissau,2021,0.0003368712397712
Guinea-Bissau,2021,1.8418217579233865e-08
Guinea-Bissau,2021,1.6321983056308152e-05
Kenya,2018,0.0138120087757673
Kenya,2018,4.8880994443006666e-08
Kenya,2018,2.889058705789702e-05
Italy,2018,6.281183446199671
Italy,2018,9.854946862034782e-06
Italy,2018,0.0103902838762784
United States of America,2018,39.72055387844284
United States of America,2018,1.4063660906588989e-05
United States of America,2018,0.0121048018546239
Montenegro,2019,0.0052695924710369
Montenegro,2019,7.177492094355032e-07
Montenegro,2019,0.0008464983380518
Serbia,2018,0.0736447131867211
Serbia,2018,6.141948454420572e-07
Serbia,2018,0.000814496481987
Venezuela (Bolivarian Republic of),2019,0.2897558389541462
Venezuela (Bolivarian Republic of),2019,1.4961705420980613e-06
Venezuela (Bolivarian Republic of),2019,0.0010257311034229
Latvia,2019,0.0250283676261656
Latvia,2019,9.178922982512124e-07
Latvia,2019,0.0013091425146874
Iraq,2019,0.0112619230536071
Iraq,2019,6.359867032605684e-08
Iraq,2019,2.82049258315322e-05
Slovakia,2020,0.0005339281689096
Slovakia,2020,8.950281136264097e-09
Slovakia,2020,9.816412075107746e-06
Republic of Korea,2020,0.2431708971253802
Republic of Korea,2020,8.060353123401926e-07
Republic of Korea,2020,0.0004701444563028
Tajikistan,2018,0.1105657795015894
Tajikistan,2018,2.6110380959471843e-06
Tajikistan,2018,0.0011644054442737
Canada,2020,5.029267765355784
Canada,2020,1.6058130725181288e-05
Canada,2020,0.0135397601443546
Malaysia,2021,0.165156482566611
Malaysia,2021,7.359779778153458e-07
Malaysia,2021,0.0005191604159346
Belize,2020,9.677697931568091e-05
Belize,2020,4.5135652168713144e-08
Belize,2020,2.298845582176252e-05
Jordan,2021,0.0029713156172717
Jordan,2021,6.519262389394117e-08
Jordan,2021,2.4108867956254883e-05
Luxembourg,2020,0.0921741444109219
Luxembourg,2020,1.9733324076551265e-05
Luxembourg,2020,0.0145990906591537
Chad,2018,0.0005040572099628
Chad,2018,3.0856583450554123e-09
Chad,2018,3.174127382351996e-06
Puerto Rico,2021,0.0002693654120898
Puerto Rico,2021,7.750810094144203e-09
Puerto Rico,2021,8.176598777135145e-06
Qatar,2019,0.0009405518073012
Qatar,2019,2.274464907412699e-07
Qatar,2019,3.3271298522973574e-05
Ethiopia,2021,0.0062724488584754
Ethiopia,2021,8.475745877563562e-09
Ethiopia,2021,5.757815345961697e-06
Costa Rica,2021,0.2547747766085618
Costa Rica,2021,8.284803922903498e-06
Costa Rica,2021,0.0053660566801716
Bermuda,2019,2.327202864913185e-05
Bermuda,2019,4.1278180773353494e-08
Bermuda,2019,3.629385292363574e-05
Trinidad and Tobago,2018,0.0008470968099894
Trinidad and Tobago,2018,7.25575047416525e-08
Trinidad and Tobago,2018,6.092731907808796e-05
Greenland,2019,0.0054422898197162
Greenland,2019,1.302430192125166e-05
Greenland,2019,0.0097207136288943
Turkmenistan,2020,0.1122679032828559
Turkmenistan,2020,2.7184328708818758e-06
Turkmenistan,2020,0.0021951888269794
Bosnia and Herzegovina,2021,0.014642294780308
Bosnia and Herzegovina,2021,3.14319375003507e-07
Bosnia and Herzegovina,2021,0.0004433211943134
Dominican Republic,2021,0.0071901421347568
Dominican Republic,2021,9.865018149037025e-08
Dominican Republic,2021,6.52883656189839e-05
Latvia,2020,0.0210771992101627
Latvia,2020,7.300625754280173e-07
Latvia,2020,0.0011135123787323
Thailand,2019,0.4191154422076395
Thailand,2019,7.916162436217308e-07
Thailand,2019,0.0006279995043411
Guatemala,2021,0.11468881264103
Guatemala,2021,1.0148061371186131e-06
Guatemala,2021,0.0007273806643322
Germany,2021,20.017329742743563
Germany,2021,1.9853980011785405e-05
Germany,2021,0.0234472256664692
Mexico,2019,1.3492900025639862
Mexico,2019,1.806322105050715e-06
Mexico,2019,0.0010572533030644
Austria,2020,2.753660746161536
Austria,2020,3.015988121648533e-05
Austria,2020,0.0307882343504983
Chad,2019,0.0005583607790299
Chad,2019,3.359625851077266e-09
Chad,2019,3.386967337716209e-06
Dominica,2021,2.5106820261950092e-05
Dominica,2021,3.3014685008484005e-08
Dominica,2021,3.742993384484676e-05
Serbia,2019,0.0725501746032085
Serbia,2019,5.960943126241342e-07
Serbia,2019,0.0008047806791745
Congo,2018,0.0022597217096777
Congo,2018,5.863482210287676e-08
Congo,2018,4.4274833520373047e-05
Portugal,2020,0.428051970326411
Portugal,2020,3.5040086005076286e-06
Portugal,2020,0.0040218743000615
Zambia,2021,0.0072412096612032
Zambia,2021,4.1146636931184216e-08
Zambia,2021,3.710535061562658e-05
Saint Lucia,2019,2.482933701540736e-05
Saint Lucia,2019,1.7935581990411714e-08
Saint Lucia,2019,1.404257189332822e-05
Djibouti,2021,0.0002552193245124
Djibouti,2021,2.731244817503525e-08
Djibouti,2021,2.0276639052546016e-05
Kazakhstan,2018,0.3509583962229274
Kazakhstan,2018,2.674794998227454e-06
Kazakhstan,2018,0.0019295800584658
Malawi,2019,0.0036327217848685
Malawi,2019,2.7838035006755543e-08
Malawi,2019,1.956905438703656e-05
Spain,2020,3.0533607256424373
Spain,2020,6.27506532952236e-06
Spain,2020,0.00666951364201
Togo,2019,0.0013660491601035
Togo,2019,2.428899502153601e-08
Togo,2019,1.703390588474484e-05
Bahamas,2020,0.0002833080090981
Bahamas,2020,8.843106082530913e-08
Bahamas,2020,7.328849636524804e-05
Malawi,2018,0.0033593605238034
Malawi,2018,2.5912333026392052e-08
Malawi,2018,1.855862555236215e-05
Saint Kitts and Nevis,2021,2.6172905845412965e-05
Saint Kitts and Nevis,2021,4.81947330115229e-08
Saint Kitts and Nevis,2021,4.4629169032194494e-05
India,2019,2.7951195072497805
India,2019,2.9335251318297645e-07
India,2019,0.0002012869514096
Kenya,2021,0.016484843642012
Kenya,2021,4.6208210749003243e-08
Kenya,2021,3.2928595047101715e-05
Senegal,2018,0.0020626179153064
Senegal,2018,2.263050924900448e-08
Senegal,2018,1.378279110115742e-05
Afghanistan,2020,0.0029202516327949
Afghanistan,2020,1.1641990299504532e-08
Afghanistan,2020,9.660832229835094e-06
Myanmar,2021,0.1574590812653235
Myanmar,2021,3.081919003934858e-07
Myanmar,2021,0.0002790854356706
Poland,2019,5.193637362407906
Poland,2019,1.2686931727749924e-05
Poland,2019,0.0135092413629085
Palestine,2019,0.0008137750833888
Palestine,2019,5.476013673653753e-08
Palestine,2019,1.637489026206042e-05
Cameroon,2019,0.0080497927129191
Cameroon,2019,3.671511787713301e-08
Cameroon,2019,2.685692241178256e-05
Senegal,2019,0.0022681359771301
Senegal,2019,2.5043463944959373e-08
Senegal,2019,1.4853618410616654e-05
Albania,2020,0.0002284972064957
Albania,2020,8.281837984161121e-09
Albania,2020,8.4985381201187e-06
Mozambique,2019,0.0036786390035256
Mozambique,2019,1.4301269889102892e-08
Mozambique,2019,1.2473854379038354e-05
Jamaica,2021,0.0009107471451561
Jamaica,2021,3.7488572269565206e-08
Jamaica,2021,3.2527919795215845e-05
Iceland,2019,0.0281117832304029
Iceland,2019,1.2578408162169863e-05
Iceland,2019,0.0081638026200904
New Zealand,2018,0.002797456436432
New Zealand,2018,8.455864647589464e-08
New Zealand,2018,5.708361540217101e-05
Libya,2021,0.0050130981907347
Libya,2021,1.0791579170856743e-07
Libya,2021,7.296483696324189e-05
Antigua and Barbuda,2018,4.327908380736113e-05
Antigua and Barbuda,2018,7.098198768984785e-08
Antigua and Barbuda,2018,4.881915961247852e-05
South Africa,2021,0.0305423674050847
South Africa,2021,4.163638810138232e-08
South Africa,2021,5.372033176561928e-05
Tajikistan,2019,0.1099803822915872
Tajikistan,2019,2.550110269361009e-06
Tajikistan,2019,0.0011310290608921
Grenada,2021,3.61538719301084e-05
Grenada,2021,3.2251458586970436e-08
Grenada,2021,3.5228591900783685e-05
China,2018,26.885136500526645
China,2018,2.486627469236329e-06
China,2018,0.0019105801688855
Haiti,2021,0.0017598334848218
Haiti,2021,1.3570374049909054e-08
Haiti,2021,1.3680267589885049e-05
United Kingdom,2021,7.4566279401271665
United Kingdom,2021,1.0866711958849029e-05
United Kingdom,2021,0.0109901324542325
Norway,2019,1.4436133792733812
Norway,2019,3.552115571235704e-05
Norway,2019,0.0270016747502063
Suriname,2019,0.0001744642528724
Suriname,2019,3.965538017993705e-08
Suriname,2019,3.036958020945424e-05
Japan,2021,41.58204563534974
Japan,2021,2.892757551227391e-05
Japan,2021,0.0325629387110763
Angola,2018,0.0068741745200092
Angola,2018,3.474860161340004e-08
Angola,2018,2.3222768640819174e-05
Mali,2021,0.0021031541078645
Mali,2021,9.001637492981603e-09
Mali,2021,8.725278491905332e-06
Antigua and Barbuda,2019,4.401371511424725e-05
Antigua and Barbuda,2019,6.996757904477349e-08
Antigua and Barbuda,2019,4.9498608224139855e-05
Mozambique,2018,0.0033619607863143
Mozambique,2018,1.295168015904704e-08
Mozambique,2018,1.1716941152464736e-05
